-239.277099609375	-140.2830352783203
-238.99957275390625	-140.15211486816406
-238.6956024169922	-140.0087127685547
-238.3885955810547	-139.8638916015625
-238.0586700439453	-139.70826721191406
-237.69386291503906	-139.53616333007812
-237.436279296875	-139.353515625
-237.10791015625	-139.259765625
-236.77841186523438	-139.10433959960938
-236.50579833984375	-138.97573852539062
-236.22805786132812	-138.84471130371094
-235.8628692626953	-138.6724395751953
-235.46151733398438	-138.48312377929688
-235.0529022216797	-138.2903289794922
-234.7244873046875	-138.1354217529297
-234.38525390625	-137.97535705566406
-234.0537109375	-137.81832885742188
-233.79180908203125	-137.6532745361328
-233.43405151367188	-137.51705932617188
-233.15634155273438	-137.3779296875
-232.87811279296875	-137.2369384765625
-232.57887268066406	-137.0847930908203
-232.28175354003906	-136.9341278076172
-232.00314331054688	-136.79342651367188
-231.7306671142578	-136.65623474121094
-231.41891479492188	-136.4998321533203
-231.14324951171875	-136.3619384765625
-230.8343505859375	-136.20733642578125
-230.38949584960938	-135.98434448242188
-230.09622192382812	-135.8370361328125
-229.75961303710938	-135.66726684570312
-229.38262939453125	-135.47628784179688
-229.06243896484375	-135.3137969970703
-228.71234130859375	-135.13609313964844
-228.36167907714844	-134.95809936523438
-227.99029541015625	-134.76968383789062
-227.61241149902344	-134.57803344726562
-227.34181213378906	-134.44082641601562
-226.8411407470703	-134.18702697753906
-226.5689239501953	-134.049072265625
-226.30035400390625	-133.91294860839844
-226.00006103515625	-133.76068115234375
-225.60577392578125	-133.56015014648438
-225.1927032470703	-133.34811401367188
-224.89474487304688	-133.19296264648438
-224.6082763671875	-133.04196166992188
-224.33021545410156	-132.89393615722656
-224.014404296875	-132.7245330810547
-223.73545837402344	-132.57443237304688
-223.43959045410156	-132.41500854492188
-223.1181182861328	-132.24151611328125
-222.79214477539062	-132.0647735595703
-222.321044921875	-131.80667114257812
-222.03746032714844	-131.64903259277344
-221.69871520996094	-131.45880126953125
-221.3964080810547	-131.28756713867188
-221.05661010742188	-131.09408569335938
-220.72750854492188	-130.90606689453125
-220.40542602539062	-130.7212677001953
-220.06744384765625	-130.52566528320312
-219.74258422851562	-130.33555603027344
-219.25347900390625	-130.04400634765625
-218.92599487304688	-129.84393310546875
-218.61041259765625	-129.64678955078125
-218.296142578125	-129.44532775878906
-217.94943237304688	-129.2165985107422
-217.66387939453125	-129.02330017089844
-217.35812377929688	-128.81166076660156
-217.05723571777344	-128.5994415283203
-216.7299041748047	-128.3655242919922
-216.44400024414062	-128.15963745117188
-216.13125610351562	-127.93385314941406
-215.8394775390625	-127.72319030761719
-215.53787231445312	-127.50529479980469
-215.20419311523438	-127.26315307617188
-214.93682861328125	-127.06763458251953
-214.647216796875	-126.85350799560547
-214.31329345703125	-126.60243225097656
-214.02621459960938	-126.38208770751953
-213.72720336914062	-126.14738464355469
-213.4459991455078	-125.92039489746094
-213.1739044189453	-125.6946792602539
-212.90550231933594	-125.46551513671875
-212.59983825683594	-125.19517517089844
-212.32720947265625	-124.945068359375
-212.08828735351562	-124.71883392333984
-211.86004638671875	-124.49508666992188
-211.4317626953125	-124.05604553222656
-211.0793914794922	-123.67401123046875
-210.83917236328125	-123.40164947509766
-210.61083984375	-123.13420867919922
-210.39425659179688	-122.87274932861328
